0.924949764	0.924053618	0.926130285	0.925402325	0.925521654	0.924924016	0.923913201	0.922937123	0.921751036	0.887980585
0.925678291	0.926274637	0.92693545	0.927669728	0.927195429	0.924323819	0.928120398	0.924003099	0.924968069	0.888248653
0.927284533	0.930071728	0.929730594	0.927889544	0.928968789	0.92968525	0.926834021	0.926875811	0.926997189	0.88914517
0.930193106	0.929758706	0.931328989	0.930764523	0.930234831	0.928066455	0.930477235	0.927430051	0.929125109	0.888273369
0.930053864	0.932506388	0.931626387	0.932059523	0.932044638	0.930520646	0.92739918	0.928279172	0.929321217	0.887458596
0.930060039	0.930098665	0.931532405	0.931170704	0.930622048	0.929948914	0.931136952	0.930056657	0.927633467	0.887209836
0.93098557	0.932054464	0.931403087	0.933147451	0.93207078	0.932576643	0.932896466	0.930993189	0.930761285	0.88731002
0.933772068	0.933652748	0.934312984	0.932526937	0.931532484	0.931954164	0.932424212	0.931501882	0.931577568	0.886453341
0.93207819	0.933278777	0.933762525	0.93269326	0.934324748	0.933387899	0.932981342	0.930716354	0.931162406	0.889172994
0.93266899	0.932719091	0.932273387	0.932749777	0.932670407	0.932065349	0.933952538	0.93269601	0.931042003	0.887060954
