0.942498653	0.942775455	0.942361506	0.942260969	0.942241642	0.942234394	0.942232536	0.942232072	0.942232072	0.942232164
0.939141254	0.943005519	0.942900151	0.942406664	0.942273885	0.942243036	0.942235788	0.942232164	0.942232443	0.942232072
0.937145193	0.939543959	0.94312464	0.942928862	0.942417164	0.942276765	0.942243686	0.94223616	0.942232257	0.942232443
0.936487242	0.937305662	0.939610581	0.943151586	0.942934809	0.942420044	0.942276765	0.942243965	0.942236253	0.942232257
0.936320362	0.936536024	0.937328427	0.939624984	0.94315744	0.942937968	0.94242023	0.942277044	0.942243872	0.94223616
0.936276876	0.936334393	0.936545316	0.937330936	0.939626563	0.943160135	0.942938711	0.942420416	0.942277137	0.942243872
0.936271208	0.936281801	0.936336994	0.936546245	0.937331679	0.939627307	0.943160413	0.942938804	0.942420509	0.942277137
0.936269257	0.936271859	0.936282266	0.936336901	0.936546245	0.937331958	0.939627214	0.943160692	0.942938804	0.942420416
0.936269257	0.936269722	0.936272045	0.936282359	0.936336808	0.936546152	0.937331958	0.939627214	0.943160692	0.942938804
0.936269164	0.936269257	0.936269815	0.936272045	0.936282359	0.936336808	0.936546152	0.937331958	0.939627214	0.943160692
